title,tag,info,comments,content
社会性动物,豆瓣图书标签: 社会,Elliot Aronson / 邢占军 / 华东师范大学出版社 / 2007-12 / 45.00元,(4415人评价),《社会性动物》是“美国社会心理学的《圣经》”（Revue des Questions Scientifiques的评价），“仍然是最好的……是一部杰作”（C...
社会心理学,豆瓣图书标签: 社会,[美] 戴维·迈尔斯 / 张智勇、乐国安、侯玉波 等 / 人民邮电出版社 / 2006-1 / 68.00元,(10161人评价),"《社会心理学》这本书被美国700多所大学或学院的心理系所采用，是这一领域的主导教材，已经成为评价其他教材的标准。
这本书将基础研究与实践应用完美地结合在一起..."
娱乐至死,豆瓣图书标签: 社会,[美] 尼尔·波兹曼 / 章艳 / 广西师范大学出版社 / 2011-6 / 29.80元,(16369人评价),《娱乐至死》是对20世纪后半叶美国文化中最重大变化的探究和哀悼：印刷术时代步入没落，而电视时代蒸蒸日上；电视改变了公众话语的内容和意义；政治、宗教、教育和任...
1984,豆瓣图书标签: 社会,[英] 乔治·奥威尔 / 刘绍铭 / 北京十月文艺出版社 / 2010-4-1 / 28.00,(36255人评价),"★村上春树以《1Q84》向本书致敬
★著名学者刘绍铭经典译本内地首次出版
★62种文字风靡110个国家，全球销量超过5000万册
★《时代周刊》“最好的10..."
狂热分子,豆瓣图书标签: 社会,[美] 埃里克·霍弗 / 梁永安 / 广西师范大学出版社 / 2011-6 / 34.00元,(6030人评价),这本书主要探讨群众运动的一些共有特征，重点是陷入狂热的乌合之众的人格。长期与下层民众打交道的生活经历使作者发现，积极投身群众运动的往往是一些失意者。他们认为...
民主的细节,豆瓣图书标签: 社会,刘瑜 / 上海三联书店 / 2009-6 / 25.00,(53336人评价),这本书是作者过去几年给一些期刊报纸写的专栏文章结集，其中主要是给《南方人物周刊》的文章。全书中以讲故事的形式，把“美国的民主”这样一个概念性的东西拆解成点点...
北欧，冰与火之地的寻真之旅,豆瓣图书标签: 社会,[英] 迈克尔·布斯 / 梁卿 / 生活·读书·新知三联书店 / 2016-1 / 58.00元,(1588人评价),1539年，在奥拉斯 • 马格努斯绘制的《海图》中， 这里还是一片海上巨怪频出的边陲之境，沉睡近500年之后，一跃成为地球上幸福感最为强烈的地区，仅剩天堂可...
社会学的想像力,豆瓣图书标签: 社会,（美）米尔斯 / 陈强、张永强 / 生活·读书·新知三联书店 / 2005-03 / 18.00元,(1797人评价),《社会学的想像力》堪称米尔斯一生学术精华的大成之作；它以批判美国社会学界的成果作为全书的探讨主题，运用知识社会学的观点，并结合作者在社会阶层等方面的研究经验...
﻿1984,豆瓣图书标签: 政治,[英] 乔治·奥威尔 / 刘绍铭 / 北京十月文艺出版社 / 2010-4-1 / 28.00,(36255人评价),"★村上春树以《1Q84》向本书致敬
★著名学者刘绍铭经典译本内地首次出版
★62种文字风靡110个国家，全球销量超过5000万册
★《时代周刊》“最好的10..."
中国历代政治得失,豆瓣图书标签: 政治,钱穆 / 生活·读书·新知三联书店 / 2001 / 12.00元,(22395人评价),《中国历代政治得失》为作者的专题演讲合集，分别就中国汉、唐、宋、明、清五代的政府组织、百官职权、考试监察、财经赋税、兵役义务等种种政治制度作了提要勾玄的概观...
历史深处的忧虑,豆瓣图书标签: 政治,林达 / 生活·读书·新知三联书店 / 1997-5 / 19.00元,(27663人评价),美国的面积和中国差不多。和大多数留学生及新移民一样，当我们一脚踏上这块广袤的陌生土地时，最初落脚点的选择是十分偶然的。我们落在了一个普通的地方，居住的环境平...
动物农场,豆瓣图书标签: 政治,[英] 乔治·奥威尔 / 荣如德 / 上海译文出版社 / 2007-3 / 10.00元,(31194人评价),"《动物农场》是奥威尔最优秀的作品之一，是一则入木三分的反乌托的政治讽喻寓言。
农场的一群动物成功地进行了一场“革命”，将压榨他们的人类东家赶出农场，建立起一..."
民主的细节,豆瓣图书标签: 政治,刘瑜 / 上海三联书店 / 2009-6 / 25.00,(53336人评价),这本书是作者过去几年给一些期刊报纸写的专栏文章结集，其中主要是给《南方人物周刊》的文章。全书中以讲故事的形式，把“美国的民主”这样一个概念性的东西拆解成点点...
通往奴役之路,豆瓣图书标签: 政治,哈耶克 / 王明毅、冯兴元、等 / 中国社会科学出版社 / 1997-08-01 / 16.00,(8583人评价),《通往奴役之路》一书在哈耶克的学术生涯中占有极其重要地位，这本书为他赢得广泛的注意，他的世界性声誉就是由此奠定的。他在这本书中论证道，当时正在计划中的福利国...
大国的崩溃,豆瓣图书标签: 政治,[美] 沙希利·浦洛基 / 宋虹 / 四川人民出版社 天地出版社 / 2017-5-1 / 58.00元,(284人评价),1991年苏联的解体无疑是20世纪发生的最重大的事件之一。作者根据最近解密的老布什总统图书馆的绝密档案，包括总统顾问的备忘录和老布什与世界各国领导人的绝密电...
邓小平时代,豆瓣图书标签: 政治,傅高义 / 冯克利 / 生活·读书·新知三联书店 / 2013-1 / 88.00元,(11486人评价),"邓小平深刻影响了中国历史和世界历史的走向，也改变了每一当代中国人的命运。解读邓小平的政治生涯及其行为逻辑，就是解读当代中国，解读个人命运背后的历史变局。
哈..."
美丽新世界,豆瓣图书标签: 政治,[英] 阿道司·赫胥黎 / 王波 / 重庆出版社 / 2005-6 / 20.00元,(10188人评价),"《美丽新世界》是二十世纪最经典的反乌托邦文学之一。这部作品与乔治·奥威尔的《1984》、扎米亚京的《我们》并称为“反乌托邦”三书，在国内外思想界影响深远。
..."
伯罗奔尼撒战争,豆瓣图书标签: 政治,[美] 唐纳德·卡根 / 陆大鹏 / 社会科学文献出版社 / 2016-4 / 79.00元,(560人评价),在公元前5世纪末的近三十年里，古典世界被一场冲突撕扯得四分五裂，那就是伯罗奔尼撒战争。在其历史背景之下，这场战争的戏剧性、决定性和毁灭性可以与20世纪的两次...
论美国的民主,豆瓣图书标签: 政治,(法)托克维尔 / 董果良 / 商务印书馆 / 1989-1 / 60.00,(4696人评价),托克维尔(Tocqueville)是法国著名的政论思想家，其代表作《论美国的民主》出版后 ，立即受到普遍好评，使他名扬海外。这部著作的上卷和下卷，不是写于同...
美丽灵魂,豆瓣图书标签: 政治,[美] 埃亚勒·普雷斯 / 刘静雯 / 三辉图书/中信出版集团 / 2017-5 / 45.00元,(53人评价),"◆平凡的灵魂，何以超越“平庸之恶”
◆四个普通人的反抗故事，来自集体内的异见声音
◆“詹姆斯·阿伦森社会公平新闻奖”得主力作
···
【内容简介】
在世俗认..."
一九八四·动物农场,豆瓣图书标签: 政治,[英] 乔治·奥威尔 / 董乐山、傅惟慈 / 上海译文出版社 / 2003-4 / 23.00元,(24558人评价),《一九八四》和《动物农场》是奥威尔的传世之作，堪称世界文坛上最著名的政治讽喻小说。他在小说中他创造的“老大哥”、“双重思想”、“新话”等词汇都已收入权威的英...
贸易的猜忌,豆瓣图书标签: 政治,[英]伊斯特凡•洪特 / 霍伟岸、迟洪涛、徐至德 / 译林出版社 / 2017-4 / 88.00,(少于10人评价),这些卓越文章的结集出版无疑具有重大的学术价值，洪特博士长期致力于研究18和19世纪政治经济与政治理论的互动，他在这一领域的研究是无与伦比的。他能够运用东欧、...
旧制度与大革命,豆瓣图书标签: 政治,[法] 托克维尔 / 冯棠 / 商务印书馆 / 1992-08 / 12.80元,(5327人评价),这部《旧制度与大革命》给我们带来了什么新东西，发了什么前人所未发的新意？托克维尔开宗明义就指出，他从事的是“关于法国革命的研究”，而不是写另一部大革命史。既...
独裁者手册,豆瓣图书标签: 政治,布鲁斯·布尔诺·德·梅斯奎塔 (Mesquita B.B.D.)、阿拉斯泰尔·史密斯 (Smith A.) / 骆伟阳 / 江苏文艺出版社 / 2014-5-1 / CNY 42.00,(2118人评价),为什么同样一个人可以在一个国家推行善政却在另一个国家施行最残暴的独裁？在这里，与其说制度是答案还不如说是问题本身。为什么比利时的制度越来越民主，而同一时期，...
我的应许之地,豆瓣图书标签: 政治,[以色列] 阿里·沙维特 / 简扬 / 中信出版社 / 2016-1 / 69.00,(1283人评价),《我的应许之地》是一部震撼人心的以色列建国史，也是百年来犹太民族的奋斗复兴史。作者阿里•沙维特以自己家族故事为引子，通过亲身经历、深度访谈，历史文献、私人日...
利维坦,豆瓣图书标签: 政治,[英] 霍布斯 / 黎思复、黎廷弼 / 商务印书馆 / 1985-9 / 35.00元,(2054人评价),《利维坦》全书分为四部分。第一部分开宗明义宣布了作者的彻底唯物主义自然观和一般的哲学观点，声称宇宙是由物质的微粒构成，物体是独立的客观存在，物质永恒存在，既...
毛泽东选集 第一卷,豆瓣图书标签: 政治,毛泽东 / 人民出版社 / 1991-6 / 40.00元,(2389人评价),《毛泽东选集》(第1卷)包括了毛泽东同志在中国革命各个时期中的重要著作。几年前各地方曾经出过几种不同版本的《毛泽东选集》，都是没有经过著者审查的，体例颇为杂...
﻿造房子,豆瓣图书标签: 建筑,王澍 / 浦睿文化/湖南美术出版社 / 2016-8 / 78.00,(1685人评价),本书是世界建筑最高奖普利兹克奖得主、著名建筑大师王澍的建筑文化随笔集。本书从建筑出发，却不止于建筑，更是一本探讨中国传统文化当代性的著作。传统文化的当代性一...
穿墙透壁,豆瓣图书标签: 建筑,李乾朗 / 广西师范大学出版社 / 2009-10 / 118.00元,(1050人评价),"本书为作者二十年来中国古建筑考察的心得总结。涵盖神灵殿堂、帝王国度、众生居所三个主要面向、十六
大类建筑，深入探索五十一座经典个案。时间由秦汉以迄明清，空间..."
北京的城墙与城门,豆瓣图书标签: 建筑,[瑞典] 喜仁龙（Osvald Sirén） / 邓可 / 后浪丨北京联合出版公司 / 2017-2 / 99.80元,(208人评价),本书真实还原了20世纪 20 年代时遗存的北京城墙与城门。作者通过实地走访考察，被这些宏伟古迹的壮美所折服，也因其衰败的现状而叹息。除了在描写中投入艺术史家...
中国建筑史,豆瓣图书标签: 建筑,梁思成 / 百花文艺出版社 / 1998-2-1 / 26.00元,(2421人评价),《中国建筑史》是建筑学科的开山之作。全书共八章。第一章绪言，首对中国建筑的特征、建筑史的分期作了宏观概括，次以简要笔墨，介绍了《营造法式》与《清工部工程则例...
走进建筑师的家,豆瓣图书标签: 建筑,[日] 中村好文 / 杨婉蘅 / 南海出版公司 / 2016-3-1 / 88.00元,(345人评价),"《走进建筑师的家》是作家兼建筑家中村好文的随笔集。中村好文曾获多项建筑大奖，并为村上春树设计住宅。
住宅是生活的容器。居住在其中的人，能不能不造作、不畏缩、..."
城记,豆瓣图书标签: 建筑,王军 / 生活·读书·新知三联书店 / 2003-10 / 58.00元,(6528人评价),在完成本书写作的10年间，作者共采访当事人50余位，收集、查阅、整理大量第一手史料，实地考察京、津、冀、晋等地重要古建筑遗迹，跟踪北京城市发展模式、文物保护...
华夏意匠,豆瓣图书标签: 建筑,李允鉌 / 天津大学出版社 / 2005-5-1 / 100.00元,(1923人评价),本书作者李允鉌通过多年潜心研究中国建筑设计传统、长期实地考察东西方建筑，博览中外建筑经典，验证了中国古代存在具有中国民族与地理环境特色的建筑与规划理论，其中...
建筑家安藤忠雄,豆瓣图书标签: 建筑,[日] 安藤忠雄 / 龙国英 / 中信出版社 / 2011-3-1 / 88.00,(2554人评价),《建筑家安藤忠雄》四十年来，安藤忠雄从没没无名、只能躺在事务所地板发呆、打滚、到处找空地发想建筑样式的非学院出身建筑师，至今日争相为世界各大学建筑系聘请授课...
外部空间设计,豆瓣图书标签: 建筑,芦原义信 / 尹培桐 / 中国建筑工业出版社 / 1985-3,(1434人评价),《外部空间的设计》是日本著名建筑师芦原义信的作品，1975年由日本彰国社出版。芦原义信1942年毕业于东京大学，现任东京大学教授，并开设有芦原义信建筑研究所...
街道的美学,豆瓣图书标签: 建筑,[日] 芦原义信 / 尹培桐 / 百花文艺出版社 / 2006-6 / 20.00元,(2478人评价),这本书以街道的视觉秩序的创造作为建筑平面布局形成设计的出发点，分别从街道的自然特征，美学规律，人文特色出发由浅至深论述如何发掘建筑平面布局形成设计中的视觉秩...
建构文化研究,豆瓣图书标签: 建筑,弗兰姆普敦 / 王骏阳 / 中国建筑工业出版社 / 2007-7-1 / CNY 79.00,(997人评价),《建构文化研究:论19世纪和20世纪建筑中的建造诗学(修订版)》是肯尼思·弗兰姆普敦（Kenneth Frarnptorl）继他的经典著作《现代建筑——一部...
空间的诗学,豆瓣图书标签: 建筑,[法] 加斯东·巴什拉 / 张逸婧 / 上海译文出版社 / 2009-1 / 27.00元,(579人评价),《空间诗学》的法文版本出版于1957年。在现代主义晚期建筑文化已经快要窒息的氛围中，现象学以及象征意义的追求为建筑注入丰厚的养分，此书在这样的时期出现，自然...
建筑：形式、空间和秩序,豆瓣图书标签: 建筑,程大锦 / 天津大学出版社 / 2005-5 / 80.00元,(2832人评价),本书自出版以来广受好评，历经三十多年皆畅销不坠，是各个时代的建筑人共同的案头读物，被誉为“建筑专业的圣经”。许多建筑师、建筑专业师生皆从本书中获得重要启发。...
建筑十书,豆瓣图书标签: 建筑,维特鲁威 / 高履泰 / 知识产权出版社 / 2001-3-1 / 25.00元,(918人评价),《建筑十书》罗古罗马建筑师和工程师维特鲁威所著，全书分为十卷，是现在最古老且最有影响的建筑专著，内容涉及城市规划、建筑设计基本原理、建筑构图原理、西方古典建...
图像中国建筑史,豆瓣图书标签: 建筑,梁思成 / 生活·读书·新知三联书店 / 2011-1 / 56.00元,(455人评价),一本理解中国古代建筑有机结构的入门读物。借助古建筑典型的实例照片和图解，阐释中国古建筑结构体系在三十个世纪中的发展及形制的演变——孕育并发祥于史前时期，发育...
建筑，从那一天开始,豆瓣图书标签: 建筑,[日] 伊东丰雄 / 李敏 / 广西师范大学出版社 / 2017-8-1 / 58.00,(49人评价),"▼东日本大地震发生后，基于对人与自然的关切和信赖，伊东丰雄开始寻找建筑之旅的起点：建筑究竟为何物？建筑人为何种目的而设计？又如何面对当前社会？
▼伊东丰雄的..."
交往与空间,豆瓣图书标签: 建筑,[丹麦] 扬·盖尔 / 何人可 / 中国建筑工业出版社 / 2002-10 / 27.00元,(2581人评价),《交往与空间》这本书着重从人及其活动对物质环境的要求这一角度来研究和评价城市和居住区中公共空间的质量，在从住宅到城市的所有空间层次上详尽地分析了吸引人们到公...
中国古代建筑史,豆瓣图书标签: 建筑,刘敦桢 / 中国建筑工业出版社 / 2008-8-1 / 52.00元,(856人评价),"本书是一本关于中国古代建筑历史的理论著作，简要而系统地叙述了我国古代建筑的发展和成就，并引证了大量的文献资料和实物记录。
我国是一个地大物博，历史悠久的文明..."
负建筑,豆瓣图书标签: 建筑,[日] 隈研吾 / 计丽屏 / 山东人民出版社 / 2008-1 / 48.00元,(3181人评价),"《负建筑》是一本不止于谈建筑队建筑书。作为建筑，何为“声”？何为“负”？在隈研吾看来，负建筑绝非是失败的建筑，而是人类真正需要的建筑。
在不刻意追求象征意义..."
贝聿铭全集,豆瓣图书标签: 建筑,"（美）朱迪狄欧（Jodidio,P.）+（美）斯特朗（Strong,J.A.）著 / 李佳洁、郑小东 / 电子工业出版社 / 2012-1-1 / 198.00元",(369人评价),1983年，当世界上最著名的建筑师之一——贝聿铭被授予普利兹克奖（Pritzker Prize）时，评审团对这位善用光线、空间和几何图形的大师的评价是：“他...
﻿悉达多,豆瓣图书标签: 宗教,[德] 赫尔曼·黑塞 / 杨玉功 译、丁君君 校 / 上海人民出版社 / 2009-3 / 20.00,(12211人评价),古印度贵族青年悉达多英俊聪慧，拥有人们羡慕的一切。为了追求心灵的安宁，他孤身一人展开了求道之旅。他在舍卫城聆听佛陀乔答摩宣讲教义，在繁华的大城中结识了名妓伽...
穆斯林的葬礼,豆瓣图书标签: 宗教,霍达 / 北京十月文艺出版社 / 1988-12-1 / 32.00,(69034人评价),"一个穆斯林家族，六十年间的兴衰，三代人命运的沉浮，两个发生在不同时代、有着不同内容却又交错扭结的爱情悲剧。
这部五十余万字的长篇，以独特的视角，真挚的情感，..."
西藏生死书,豆瓣图书标签: 宗教,索甲仁波切 / 郑振煌 / 浙江大学出版社 / 2011-4 / 39.80元,(9173人评价),"希望每个人不畏惧死，也不畏惧活；
希望每个人死得安详，死亡时能够得到最有智慧、最慈悲澄明的关怀；
希望每个人透过心性和真相的彻悟，找到终极的快乐。
《西藏生..."
空谷幽兰,豆瓣图书标签: 宗教,[美] 比尔·波特 著、[美] 史蒂芬·R·约翰逊 摄 / 明洁 / 南海出版公司 / 2009-3 / 29.80,(8447人评价),空谷幽兰，常用来比喻品行高雅的人，在中国历史上，隐士这个独特的群体中就汇聚了许多这样的高洁之士，而今这些人是否还存在于中国广袤的国土之上？这是一直在困扰着比...
正见,豆瓣图书标签: 宗教,宗萨蒋扬钦哲仁波切 / 姚仁喜 / 中国友谊出版公司 / 2007-1 / 25.00元,(12700人评价),在这本书中，宗萨蒋扬钦哲仁波切的以最简单的语言来说明佛教最核心的四法印见地，文字看似简单，却包含了深入浅出的层层奥义。下笔行云流水，诙谐幽默又字字珠玑。在轻...
达·芬奇密码,豆瓣图书标签: 宗教,[美] 丹·布朗 / 朱振武、吴晟、周元晓 / 上海人民出版社 / 2004-2 / 28.00元,(126398人评价),哈佛大学的符号学专家罗伯特·兰登在法国巴黎出差期间的一个午夜接到一个紧急电话，得知卢浮宫博物馆年迈的馆长被人杀害在卢浮宫的博物馆里，人们在他的尸体旁边发现了...
耶路撒冷三千年,豆瓣图书标签: 宗教,[英]西蒙•蒙蒂菲奥里 / 张倩红、马丹静 / 民主与建设出版社 / 2015-1 / 78.00,(3489人评价),"你会忍不住爱上这座城市，它是人类的瑰宝。而这本书值得你一读再读。 ——比尔•克林顿（美国前总统）
西蒙•蒙蒂菲奥里扎实的研究功底，栩栩如生的讲述能力，使得无..."
圣经,豆瓣图书标签: 宗教,中国基督教协会 / 中国基督教协会 / 1996,(13050人评价),新约书中常有引旧约书中的话或申明上文、或证实句中的本意、或彰显古时的预言、已得应验、每遇此话、加以引号、用注指明何书何章何节、但书目字数太多、用注不便、特于...
我的应许之地,豆瓣图书标签: 宗教,[以色列] 阿里·沙维特 / 简扬 / 中信出版社 / 2016-1 / 69.00,(1283人评价),《我的应许之地》是一部震撼人心的以色列建国史，也是百年来犹太民族的奋斗复兴史。作者阿里•沙维特以自己家族故事为引子，通过亲身经历、深度访谈，历史文献、私人日...
僧侣与哲学家,豆瓣图书标签: 宗教,让-弗朗索瓦•何维勒、马修•理查德 / 赖声川 / 华东师范大学出版社 / 2014-9-1 / CNY 39.00,(1061人评价),"◎藏传僧侣与法国哲学家，父子在喜玛拉雅山中关于佛教、哲学、生命意义及宇宙万物的心灵对谈
◎赖声川经典全译本，首度向大陆读者呈现
◎法国畅销30万册，台湾好评..."
金刚经,豆瓣图书标签: 宗教,(后秦)鸠摩罗什 / 中州古籍出版社 / 2007-4 / 13.00元,(3195人评价),"在中国文化中，《金刚经》是影响非常大的一部佛经。千余年来，不晓得有多少人研究《金刚经》，念诵《金刚经》，因《金刚经》而得到感应，因《金刚经》而悟道成道。
《..."
金刚经说什么,豆瓣图书标签: 宗教,南怀瑾 / 复旦大学出版社 / 2002-6 / 27.00元,(6020人评价),作者依据梁代昭明太子的分法，将《金刚经》分为32品（相当于章），然后逐品作了讲解，每一品均以一首偈颂作总结，以阐发他的心得。
科学与宗教的领地,豆瓣图书标签: 宗教,[澳] 彼得·哈里森 / 张卜天 / 商务印书馆 / 2016-10 / 69.00,(55人评价),何为宗教？何为科学？宗教阻碍了科学发展吗？科学与宗教果真水火不容吗？“科学”和“宗教”是否适用于一切地域和民族？在讨论所有这些问题之前，首先要弄清楚“科学”...
慕尼黑的清真寺,豆瓣图书标签: 宗教,[美] 伊恩·约翰逊 / 岳韦 / 上海译文出版社 / 2017-3 / 45,(229人评价),"纳粹、中情局、穆斯林兄弟会，
普利策奖得主、《华尔街日报》前德国分社社长，
追踪欧洲伊斯兰激进运动70年！
慕尼黑清真寺与恐怖活动有着令人不安的联系。
19..."
A Secular Age,豆瓣图书标签: 宗教,Charles Taylor / The Belknap Press of Harvard University Press / 2007-9-20 / USD 50.00,(27人评价),"From Publishers Weekly
Starred Review. In his characteristically erudite yet e..."
八万四千问,豆瓣图书标签: 宗教,宗萨蒋扬钦哲仁波切 / 严望佳、戚淑萍 / 深圳报业集团出版社 / 2016-7 / 45.00元,(823人评价),"【内容简介】
宗萨蒋扬钦哲仁波切四年来首部作品。“佛法能够解决你们的所有问题。”
宗萨仁波切在《八万四千问》前言中写道：“当我和中国朋友们吃饭或喝咖啡时，他..."
沉默,豆瓣图书标签: 宗教,[日] 远藤周作 / 林水福 / 南海出版公司 / 2009-8 / 22.00元,(2042人评价),《沉默》内容简介为：德川幕府禁教时代。长崎海边村庄。葡萄牙耶稣会教士洛特里哥偷渡日本，暗查恩师因遭受“穴吊”而弃教一事。在传教与寻访的艰难过程中，洛特里哥经...
千面英雄,豆瓣图书标签: 宗教,约瑟夫•坎贝尔 (Joseph Campbell) / 朱侃如 / 金城出版社 / 2012-2-1 / 45.00元,(503人评价),《千面英雄:奠定坎贝尔神话学理论基础的经典之作》被称为神话学大师坎贝尔的经典之作。追溯了全世界几乎所有神话系统中与英雄历险相关的故事，并从中揭示出相同的英雄...
人间是剧场,豆瓣图书标签: 宗教,宗萨蒋扬钦哲仁波切 / 新星出版社 / 2010-10 / 38.00元,(2565人评价),"立品图书2010年10月出版。
立品小站http://site.douban.com/108758/
修行的真正目的，是学会控制自心，使心不受外在事物的操控..."
眼泪与圣徒,豆瓣图书标签: 宗教,[法] E. M. 齐奥朗 / 沙湄 / 商务印书馆 / 2014-1 / 48.00,(533人评价),罗马尼亚，1930年代中叶，齐奥朗已然是新生代知识分子心目中的明星作家。他长时间泡在一座特兰西瓦尼亚图书馆里孜孜研读圣徒传记。这位当代的圣徒传作者，“梦想”...
﻿认识电影,豆瓣图书标签: 电影,[美] 路易斯·贾内梯、[瑞典] 英格玛·伯格曼 [日] 黑泽明 等供图 / 焦雄屏 / 世界图书出版公司 / 2007-11 / 68.00元,(8976人评价),《认识电影》作为电影入门书中的经典之作，用深入浅出的笔触，告诉我们影视传播的手法，并逐项解析其复杂的语言系统与要素。问世几十年以来，此书始终是世界各地影视从...
故事,豆瓣图书标签: 电影,[美] 罗伯特·麦基 / 周铁东 / 中国电影出版社 / 2001-8 / 46.00元,(4863人评价),《故事》不同于其他流行的讲述银幕剧作手法的专著，它所论及的是形式而不是公式。麦基以一百多部影片作为示例，向读者传授了一种银幕剧作的原理，它超越僵死的教条，发...
我心狂野,豆瓣图书标签: 电影,（美）克里斯・罗德雷 / 冯涛 / 三联书店 / 2004-04 / 28.00元,(338人评价),《我心狂野:大卫·林奇访谈录》讲述大卫·林奇，1946年1月生于美国蒙大拿州密苏拉市，当代美国电影界的多面手，既是著名的编剧、导演，又是优秀的电视制作、摄影...
雕刻时光,豆瓣图书标签: 电影,[苏] 安德烈·塔可夫斯基 / 陈丽贵、李泳泉 / 人民文学出版社 / 2003-08 / 25.00元,(3895人评价),许多影评人曾试着诠释其浓烈的个人化视野，却始终难以企及。终于，在这本《雕刻时光》里，他记录了自己的思想、回忆，首度披露其重要作品的创作灵感、发展脉络、工作方...
剧本,豆瓣图书标签: 电影,理查德•沃尔特 / 杨劲桦 / 广西师大出版社 / 2013-10 / 46.00,(233人评价),"如果你能在沃尔特教授传奇的写作课上有一个座位，那就意味着你的编剧事业有了一个重大的飞跃。
对剧本来说，点子有多重要？对白如何编写？故事怎样装配？电影究竟应在..."
三十年细说从头 (上下),豆瓣图书标签: 电影,李翰祥 / 后浪丨北京联合出版公司 / 2017-1-1 / 118.00元,(159人评价),"大导演李翰祥1948至1979两岸三地回忆录
一字未删，完整本内地首次出版！
皇牌导演 亲笔撰书 谈古说今 回味无穷
影坛八卦 缠绵悱恻 江湖侠义 生动写实..."
导演的诞生,豆瓣图书标签: 电影,[英] 斯蒂芬·洛温斯坦 / 张洁 / 后浪丨北京联合出版公司 / 2017-5 / 60.00元,(56人评价),这是一本有趣有料、坦率至极的当代导演访谈录，集中关注仅凭第一部独立执导的长片就跻身世界影坛的十位“新人”。他们成长背景、性格志趣、际遇发展各不相同，既有非科...
异形全书：经典四部曲终极档案,豆瓣图书标签: 电影,[英]马克·索尔兹伯里 / 刘思羽 / 新星出版社 / 2017-5 / 188.00,(108人评价),一切都始于一个词。在无垠太空的黑暗背景上，“异形”（Alien）一词逐字浮现。这简洁的片头立即将观众带入一个奇异而骇人的全新世界，体验全新的视觉奇观和心灵震...
与奥逊·威尔斯共进午餐,豆瓣图书标签: 电影,[美] 奥逊·威尔斯 亨利·雅格洛 口述、彼得·比斯金德 编 / 黄渊 / 后浪丨北京联合出版公司 / 2017-7 / 58.00元,(66人评价),"靠着多年后重见天日的一批录音带
为您带来一部“实话实说”“毫无避讳”的私人谈话录
在天才导演奥逊·威尔斯的餐桌旁
听他“爆炒”好莱坞、抖漏历史秘闻、挤兑政坛..."
世界电影史,豆瓣图书标签: 电影,〔美〕克莉丝汀·汤普森、大卫·波德维尔 / 北京大学出版社 / 2004-1 / 68.0,(901人评价),《世界电影史》是一部在欧美电影史论界广有影响的世界电影史著述，也是一本在西方国家十分畅销的电影教科书，美国许多大学的电影系和传播系均以此书作为教材。此电影史...
贾想1996—2008,豆瓣图书标签: 电影,贾樟柯 / 北京大学出版社 / 2009-3 / 24.00,(6275人评价),该书是贾樟柯本人第一本有关电影创作的著作，是对其十余年来导演生涯的梳理与总结，全景纪录了这些年来其思考和活动的踪迹。书中收录了贾樟柯导演生涯各时期对电影艺术...
电影艺术（插图第8版）,豆瓣图书标签: 电影,[美] 大卫·波德维尔、克里斯汀·汤普森 / 曾伟祯 / 世界图书出版公司 / 2008-10 / 78.00元,(2159人评价),《电影艺术》第1版面世于1979年，此后历经七次修订，早已成为电影学领域公认的标尺性著作。这本书内容宏广，从对电影制作的技术性解说、对构成电影各元素的系统化...
伟大的电影,豆瓣图书标签: 电影,罗杰·伊伯特 / 殷宴、周博群 / 广西师范大学出版社 / 2012-5 / 68.00元,(1298人评价),"100幅经典剧照，由纽约现代艺术博物馆电影剧照资料馆提供，这座资料馆拥有全世界首屈一指的近四百万张剧照收藏。
100部伟大电影的卓绝评论，来自全美最负盛名、..."
伍迪·艾伦谈话录,豆瓣图书标签: 电影,[美] 埃里克·拉克斯 / 付裕、纪宇 / 河南大学出版社 / 2016-9 / 68.00,(442人评价),"“为了拍《阿拉伯的劳伦斯》，你要去沙漠待两年吗？”
“当然。”
——那不是我。我会直接把《阿拉伯的劳伦斯》这个点子扔进碎纸机！
★伍迪•艾伦从1971至20..."
石挥谈艺录,豆瓣图书标签: 电影,魏绍昌编 / 上海文艺 / 1982年7月 / 1.30元,(46人评价),这是一部阐述石挥表演艺术理论与实践的专著，是著名表演艺术家、导演—石挥数十年从事话剧、电影、导演实践经验的总结。其中有演出手记、导演散记、以及对演员修养问题...
WKW,豆瓣图书标签: 电影,Wong Kar Wai、John Powers / Rizzoli / 2016-4-19 / USD 65.00,(59人评价),The long-awaited retrospective from the internationally renowned film director...
我心深处,豆瓣图书标签: 电影,[美] 伍迪·艾伦、[瑞] 史提格·比约克曼 / 周欣祺 / 雅众文化/ 新星出版社 / 2016-12 / 48.00,(458人评价),"伍迪·艾伦是世界影坛中最独特、最具魅力的导演之一，他的电影别具一格，且拍摄速度之快、获奖数量之多，几乎无人能及。
.
伍迪·艾伦在本书中回顾了三十余年的创作..."
吉尔莫·德尔·托罗的奇思妙想,豆瓣图书标签: 电影,吉尔莫·德尔·托罗 / 潘志剑 / 中国长安出版社 / 2015-3 / 258.00元,(274人评价),"吉尔莫·德尔·托罗策划、写作，首次公开大量手记、手绘图、藏品，展现自己奇思妙想的大部头收藏本！
詹姆斯·卡梅隆作序，汤姆·克鲁斯作后记！
尼尔·盖曼、约翰·..."
